line,station,property_name,bedrooms,livingrooms,building_area,directions1,directions2,decoration,has_elevator,hml,building_height,building_year,building_style,building_location,price_sqm,price_ttl,house,house2
13号线,金运路,万达广场(嘉定),1,1,77,北,,简装,1,高,10,2011,塔楼,江桥,22078,170,0,0
8号线,西藏北路,共和新路1280弄,1,0,41.9,南,,简装,0,高,6,1994,板楼,大宁,62053,260,0,0
3号线,江湾镇,新丰家园,1,1,49.93,南,,其他,0,中,7,2005,板楼,江湾镇,58082,290,0,0
13号线,武宁路,苏堤春晓名苑,1,2,84.79,东南,,精装,1,低,29,2005,板楼,长寿路,89634,760,0,0
5号线南延伸段,西渡,浦江花园,2,1,75.84,南,,精装,0,低,6,2000,板楼,西渡,25976,197,0,0
13号线,马当路,帝庭,4,2,258.05,南,西,精装,1,中,24,2004,板楼,打浦桥,65492,1690,0,0
9号线,商城路,潍坊二村,2,1,47.83,南,,简装,0,高,6,1983,板楼,潍坊,65859,315,0,0
10号线(新江湾城-虹桥火车站),虹桥路,虹二小区,1,0,33.91,南,,精装,0,中,5,1977,板楼,徐家汇,76674,260,0,0
9号线,小南门,浩城华苑,2,1,72.66,南,,简装,1,中,11,2003,板楼,董家渡,96340,700,0,0
3号线,东宝兴路,复地新都国际,3,2,158.98,南,北,精装,1,低,30,2011,板楼,西藏北路,89949,1430,0,0
9号线,蓝天路,中天碧云,3,2,133.48,南,,精装,0,中,5,2004,板楼,碧云,86156,1150,0,0
8号线,中华艺术宫,博文园,4,2,136,南,北,精装,0,高,6,1998,板楼,世博,56618,770,0,0
4号线,上海体育馆,泰德苑,4,2,244,南,,精装,1,高,29,1999,板楼,徐家汇,110451,2695,0,0
9号线,小南门,悦来小区,2,1,63.4,南,,精装,0,中,6,1994,板楼,黄浦滨江,88329,560,0,0
11号线(花桥-三林),上海游泳馆,宛龙小区,3,1,48.19,南,,其他,0,高,4,1957,板楼,龙华,93381,450,0,0
8号线,中兴路,兴亚广场(公寓),3,2,128.43,南,西,简装,1,低,21,2003,塔楼,西藏北路,60734,780,0,0
13号线,长清路,耀高大楼,2,1,60.84,北,,简装,1,低,15,1989,塔楼,世博,52597,320,0,0
11号线(花桥-三林),交通大学,番禺大厦,2,1,70.66,南,,精装,1,低,29,1999,塔楼,新华路,61987,438,0,0
7号线,大华三路,铂金华府,4,2,137.7,南,北,精装,1,低,14,2009,板楼,大华,58098,800,0,0
7号线,昌平路,姚西小区,1,1,27.8,北,,简装,1,低,6,1980,板楼,曹家渡,77339,215,0,0
9号线,宜山路,金祥苑,2,2,112.4,南,北,精装,1,低,12,2005,板楼,田林,79182,890,0,0
8号线,黄兴公园,营口大厦,2,2,108.02,南,,精装,1,低,24,1999,塔楼,黄兴公园,55546,600,0,0
10号线(新江湾城-虹桥火车站),虹桥路,新顺小区,2,0,46.3,南,,精装,0,中,6,1983,板楼,新华路,68035,315,0,0
17号线,青浦新城,青盈苑,2,1,71.65,南,,精装,0,中,6,1998,板楼,夏阳,30705,220,0,0
7号线,镇坪路,太浜巷小区,1,1,43.56,南,西南,精装,0,高,6,1989,板楼,光新,55786,243,0,0
9号线,九亭,青春驿站,2,2,70.66,南,,精装,1,中,15,2007,塔楼,九亭,40334,285,0,0
10号线(新江湾城-虹桥火车站),宋园路,虹东小区,2,1,68.61,南,北,精装,1,低,24,1991,塔楼,虹桥,53928,370,0,0
11号线(花桥-三林),桃浦新村,桃浦新家园,2,2,95.84,南,,简装,0,高,6,2001,板楼,桃浦,41737,400,0,0
7号线,新村路,大华一村,2,1,83.09,南,北,精装,0,高,6,1995,板楼,大华,44531,370,0,0
4号线,延安西路,新安公寓,5,2,221.86,南,,精装,1,高,13,2000,板楼,新华路,68963,1530,0,0
9号线,宜山路,新路小区,2,1,79.88,南,北,精装,0,低,6,1993,板楼,徐家汇,90136,720,0,0
1号线,黄陂南路,翠湖天地御苑,4,2,312.26,南,,精装,1,低,14,2006,板楼,新天地,160123,5000,0,0
6号线,云山路,金桥瑞仕花园,1,2,83.06,南,,精装,1,高,21,2009,板楼,金杨,99928,830,0,0
10号线(新江湾城-虹桥火车站),上海图书馆,吴兴路21弄,2,1,63.21,南,,其他,0,高,5,1975,板楼,衡山路,133682,845,0,0
11号线(花桥-三林),上海游泳馆,宛南华侨新村,3,2,92.2,南,,精装,0,高,6,1982,板楼,龙华,78092,720,0,0
1号线,莲花路,嘉和花苑,5,3,226.76,南,,精装,1,高,11,2001,板楼,梅陇,59535,1350,0,0
2号线,娄山关路,新风小区,1,1,29.9,南,,精装,0,中,6,1990,板楼,中山公园,66890,200,0,0
7号线,镇坪路,长寿新村(普陀),1,1,46.09,南,,精装,1,高,26,1995,塔楼,长寿路,74854,345,0,0
9号线,陆家浜路,西凌新邨,2,0,65.76,南,北,精装,0,高,6,1990,板楼,蓬莱公园,76035,500,0,0
2号线,唐镇,绿城玉兰公馆(公寓),3,2,188,南,,精装,0,低,2,2015,板楼,唐镇,87766,1650,0,0
9号线,桂林路,公安住宅小区,3,2,130.53,南,,简装,1,低,32,1999,塔楼,田林,71632,935,0,0
8号线,西藏北路,冠秀公寓,2,2,99.53,南,,简装,0,高,7,1999,板楼,闸北公园,59279,590,0,0
1号线,延长路,新梅共和城,6,2,195,南,北,简装,1,中,29,2002,板楼,大宁,68718,1340,0,0
11号线(花桥-三林),安亭,安亭中央公园,3,2,138.78,南,北,精装,1,高,24,2012,板楼,安亭,30985,430,0,0
1号线,黄陂南路,健乐小区,2,1,46.09,南,,精装,0,高,6,1985,板楼,新天地,122587,565,0,0
12号线,漕宝路,金谷园,2,1,60.08,南,北,精装,0,高,6,1996,板楼,万体馆,76565,460,0,0
9号线,打浦桥,海悦花园,3,2,106,南,,简装,1,中,26,2004,板楼,打浦桥,94246,999,0,0
11号线(花桥-三林),上海游泳馆,汇翠花园,4,2,204.55,南,,简装,1,中,33,2003,板楼,徐家汇,73332,1500,0,0
13号线,长寿路,乐活居,1,1,69.32,西,,精装,1,低,27,2011,塔楼,长寿路,90883,630,0,0
3号线,东宝兴路,虹叶花苑,3,2,156.15,西南,,简装,1,高,30,1996,塔楼,四川北路,49952,780,0,0
11号线(花桥-三林),枫桥路,曹杨五村(梅花园),2,1,52.12,南,,简装,0,中,6,1985,板楼,曹杨,56025,292,0,0
12号线,龙华中路,东安五村,1,1,37.99,南,,精装,0,中,4,1982,板楼,龙华,74494,283,0,0
17号线,淀山湖大道,珠光新村,2,1,63.26,南,,其他,0,中,6,1998,板楼,朱家角,25293,160,0,0
9号线,商城路,爱建大楼,1,1,42.96,南,,精装,1,高,20,1992,塔楼,陆家嘴,70997,305,0,0
7号线,锦绣路,海上国际花园(一期),2,2,91.18,南,,精装,1,低,18,2005,板楼,北蔡,74578,680,0,0
7号线,新村路,大华一村,2,1,83.09,南,北,精装,0,高,6,1995,板楼,大华,44531,370,0,0
11号线(花桥-三林),江苏路,尚泰里,2,2,92.43,北,,精装,1,中,28,1997,塔楼,镇宁路,89798,830,0,0
8号线,黄兴路,控江四村,1,1,42.91,南,,简装,0,高,6,1982,板楼,黄兴公园,53135,228,0,0
13号线,东明路,上南七村,1,1,39.67,南,,简装,0,低,6,1995,板楼,世博,56718,225,0,0
1号线,共富新村,康桥水都(公寓),2,2,91.92,南,北,精装,0,高,6,2005,板楼,杨行,38077,350,0,0
8号线,西藏南路,桥一小区,1,1,42.9,南,,简装,0,中,7,1989,板楼,五里桥,72262,310,0,0
12号线,天潼路,北市场小区,1,1,35.77,南,,精装,0,高,7,1986,板楼,西藏北路,71289,255,0,0
8号线,黄兴公园,控江东三村,3,1,77.62,南,,简装,0,高,6,1993,板楼,黄兴公园,64417,500,0,0
2号线,华夏东路,合欢公寓,3,2,103.22,南,,简装,0,中,6,1999,板楼,川沙,39237,405,0,0
8号线,杨思,恒大华城东林苑,3,1,88.67,南,,精装,0,高,6,2002,板楼,三林,63833,566,0,0
12号线,宁国路,幸福村小区,1,1,38.5,南,,简装,0,高,7,1996,板楼,周家嘴路,52728,203,0,0
3号线,江湾镇,仁德路67弄10支弄,2,1,67.41,东南,,精装,0,中,6,1997,板楼,五角场,54592,368,0,0
7号线,行知路,复星花园(行知路50弄),1,1,54.63,南,,简装,0,高,6,1995,板楼,大华,56380,308,0,0
12号线,龙华中路,宛龙小区,2,2,116.32,南,,简装,1,中,8,2000,板楼,龙华,70496,820,0,0
12号线,爱国路,平凉小区,2,1,62.81,南,,简装,1,低,19,1997,塔楼,周家嘴路,54928,345,0,0
13号线,世博会博物馆,融创滨江壹号院,3,2,189.94,南,,精装,1,低,36,2012,板楼,世博滨江,105297,2000,0,0
10号线(新江湾城-虹桥火车站),宋园路,虹桥丽景苑,2,2,119.55,南,,精装,1,高,25,2001,板楼,新华路,75283,900,0,0
3号线,赤峰路,广中一村,1,0,38.55,南,北,精装,0,中,6,1967,板楼,凉城,46693,180,0,0
12号线,漕宝路,康健路77弄,3,1,64.57,南,,其他,0,中,6,1984,板楼,康健,72480,468,0,0
10号线(新江湾城-虹桥火车站),上海图书馆,华山花苑,1,1,63.55,西南,,精装,1,中,25,1995,塔楼,镇宁路,74745,475,0,0
6号线,港城路,潼港七村,3,2,87.49,南,,其他,0,中,6,1994,板楼,外高桥,38862,340,0,0
13号线,长清路,济阳三村,1,1,41.93,南,,精装,0,中,6,1993,板楼,世博,57239,240,0,0
12号线,江浦公园,双辽路155弄,1,1,37.03,东南,,其他,0,中,7,1996,板楼,周家嘴路,59412,220,0,0
13号线,成山路,上南八村,2,1,61.11,南,,精装,0,中,6,1988,板楼,世博,57274,350,0,0
13号线,隆德路,曹杨汽车公寓,2,1,87.3,南,,精装,1,中,20,1999,塔楼,武宁,71020,620,0,0
8号线,江浦路,凤城三村,2,1,48.31,南,,精装,0,高,6,2011,板楼,控江路,53820,260,0,0
13号线,隆德路,白玉新村,3,1,83.71,南,,简装,1,高,7,1997,板楼,武宁,68093,570,0,0
12号线,隆昌路,幸福公寓,2,1,63.02,南,,简装,0,高,7,1998,板楼,周家嘴路,57443,362,0,0
7号线,昌平路,静安新格公寓,1,1,48.36,西南,,精装,1,低,26,2004,板楼,江宁路,103392,500,0,0
13号线,隆德路,曹杨汽车公寓,2,1,87.34,南,,简装,1,中,20,1999,塔楼,武宁,74422,650,0,0
2号线,川沙,妙栏路392弄,2,1,68.46,南,,简装,0,高,6,1997,板楼,川沙,40900,280,0,0
13号线,隆德路,万航小区,2,1,71.2,东南,,简装,1,高,25,1995,塔楼,中山公园,63484,452,0,0
8号线,延吉中路,控江路874弄,2,0,44.54,南,,简装,0,高,6,1984,板楼,控江路,55905,249,0,0
4号线,上海体育馆,龙华西路309弄,2,1,62.47,南,,简装,0,低,4,1958,板楼,万体馆,56027,350,0,0
9号线,陆家浜路,黄浦逸城,2,1,76,南,,精装,1,低,30,2014,板楼,蓬莱公园,108685,826,0,0
10号线(新江湾城-虹桥火车站),虹桥路,东航公寓,3,1,92,南,,其他,1,中,24,1999,塔楼,徐家汇,75544,695,0,0
13号线,世博会博物馆,淞园大厦,3,2,113.43,南,,精装,1,中,22,1997,塔楼,世博滨江,102266,1160,0,0
9号线,蓝天路,凤凰大厦,4,2,191.32,南,,简装,1,高,23,1998,塔楼,碧云,130672,2500,0,0
6号线,德平路,明珠苑(浦东),2,1,61.08,南,,精装,0,中,6,1998,板楼,洋泾,92502,565,0,0
3号线,大柏树,商洛小区,1,0,35.21,南,,精装,0,中,5,1964,板楼,凉城,51122,180,0,0
7号线,潘广路,馨佳园(潘广路1765弄),3,2,120.7,东,南,精装,1,低,12,2014,板楼,顾村,38112,460,0,0
10号线(新江湾城-虹桥火车站),宋园路,虹桥城市花园(公寓),4,2,152.84,南,,精装,1,低,11,2001,板楼,古北,86365,1320,0,0
7号线,大华三路,文华苑(宝山),3,2,130.81,南,,精装,0,低,6,2000,板楼,大华,51984,680,0,0
6号线,北洋泾路,巨东小区,2,1,66.81,西,,精装,0,高,6,1994,板楼,洋泾,78731,526,0,0
2号线,华夏东路,华港花园,2,2,101.04,南,,精装,0,中,6,1994,板楼,川沙,39589,400,0,0
7号线,芳华路,培花久远公寓,1,1,50.63,南,,简装,0,中,6,1997,板楼,北蔡,56884,288,0,0
11号线(嘉定北-迪士尼),御桥,御桥花园,3,2,134.7,南,,简装,1,中,9,1999,板楼,御桥,59763,805,0,0
4号线,延安西路,新时空国际商务广场,1,1,40.91,南,,简装,1,低,30,2005,塔楼,中山公园,41066,168,0,0
8号线,凌兆新村,岭南苑(凌兆路99弄),2,2,87,南,,精装,0,高,6,2000,板楼,三林,55058,479,0,0
7号线,镇坪路,乐活居,1,2,54.99,东南,,精装,1,中,22,2010,塔楼,长寿路,98200,540,0,0
6号线,博兴路,浦三小区,1,1,55.44,南,,简装,0,高,6,1996,板楼,金桥,43291,240,0,0
8号线,江浦路,凤城三村,2,1,47.88,南,,简装,0,中,5,1978,板楼,控江路,62239,298,0,0
9号线,宜山路,公安住宅小区,3,2,130.53,南,,简装,1,低,32,1999,塔楼,田林,71632,935,0,0
11号线(花桥-三林),交通大学,乐山四五村,2,1,52.32,南,,简装,0,低,7,1989,板楼,徐家汇,82187,430,0,0
5号线,颛桥,剑桥馨苑,3,2,123.07,南,,精装,1,中,8,2006,板楼,颛桥,49972,615,0,0
2号线,威宁路,茅台花苑,2,1,74.35,西南,,精装,1,低,26,1993,塔楼,仙霞,60525,450,0,0
7号线,杨高南路,东方城市花园(二期),7,4,282.13,东,南,简装,1,高,14,2005,板楼,塘桥,62029,1750,0,0
11号线(花桥-三林),云锦路,尚海湾豪庭,3,2,166.48,南,,精装,1,中,31,2013,板楼,徐汇滨江,106860,1779,0,0
12号线,龙华中路,东安二村,2,1,57.2,南,,简装,0,中,5,1965,板楼,徐家汇,68182,390,0,0
4号线,鲁班路,福华花苑,2,2,85.16,南,,精装,1,高,26,2001,塔楼,斜土路,92532,788,0,0
7号线,行知路,永灵小区,3,2,119.22,南,,精装,0,高,6,2003,板楼,阳城,50328,600,0,0
8号线,西藏北路,天通庵路657弄,2,1,57.98,东南,,其他,0,高,7,1997,板楼,四川北路,56917,330,0,0
9号线,七宝,水清年华花园,3,2,119.26,南,北,毛坯,0,低,6,2005,板楼,七宝,54503,650,0,0
9号线,台儿庄路,金桥湾清水苑,3,2,96.8,南,,简装,0,高,6,1998,板楼,金桥,57335,555,0,0
7号线,罗南新村,罗南一村,2,1,53.75,南,,精装,0,中,6,1993,板楼,罗店,32559,175,0,0
8号线,大世界,金陵大楼,2,1,64.78,西,,精装,1,低,15,1937,板楼,豫园,86447,560,0,0
8号线,人民广场,中凯城市之光(静安),3,2,162.51,南,北,精装,1,低,19,2003,板楼,南京西路,132300,2150,0,0
13号线,成山路,上钢一村,2,0,54.68,南,,其他,0,中,6,1994,板楼,世博,54865,300,0,0
2号线,北新泾,金菊小区,1,1,34.51,南,,简装,0,高,6,1996,板楼,北新泾,53608,185,0,0
4号线,上海体育场,宛平南路170弄,2,1,51.92,暂无数据,,精装,0,高,6,1982,板楼,徐家汇,77042,400,0,0
13号线,隆德路,普陀二村,2,1,47.04,南,,简装,0,中,6,1982,板楼,武宁,75468,355,0,0
10号线(新江湾城-航中路),龙柏新村,俊领国际酒店公寓,1,0,32.11,南,,简装,1,中,5,2007,板楼,龙柏,38929,125,0,0
11号线(花桥-三林),上海西站,真北二街坊,2,1,54,南,北,简装,0,高,6,1990,板楼,真如,51852,280,0,0
6号线,金桥路,金杨新村九街坊,1,0,29.64,南,,简装,0,中,6,1994,板楼,金杨,63428,188,0,0
4号线,宝山路,复地新都国际,1,1,69.59,南,,精装,1,低,30,2011,塔楼,西藏北路,89094,620,0,0
6号线,外高桥保税区北,学前一村,1,1,38.48,南,,精装,0,中,6,1987,板楼,外高桥,48857,188,0,0
9号线,松江大学城,誉品谷水湾,3,2,172.4,南,,毛坯,1,高,17,2014,板楼,松江大学城,46404,800,0,0
9号线,商城路,潍坊六村,1,1,39.09,南,,简装,0,高,6,1983,板楼,潍坊,101049,395,0,0
8号线,西藏北路,南山路71弄,2,1,62.54,南,北,精装,0,高,7,1995,板楼,西藏北路,59962,375,0,0
6号线,外高桥保税区北,品臻国际公寓,1,1,55.18,南,,精装,1,中,19,2010,塔楼,外高桥,32621,180,0,0
13号线,丰庄,金丰新村,1,1,50.18,南,,精装,0,中,6,1994,板楼,丰庄,48426,243,0,0
11号线(花桥-三林),兆丰路,安亭中央公园,2,2,92.39,南,,精装,1,中,7,2010,板楼,安亭,31173,288,0,0
4号线,临平路,众和金融大厦,3,2,131.3,东南,,精装,1,中,30,1998,板楼,周家嘴路,64738,850,0,0
1号线,衡山路,联业大厦,3,2,152.05,南,,其他,1,高,26,1999,塔楼,衡山路,85499,1300,0,0
9号线,商城路,仁恒滨江园,5,2,274,南,,精装,1,低,27,2001,板楼,陆家嘴,109490,3000,0,0
4号线,上海体育场,中原新村,2,1,52.28,南,,精装,0,中,6,1984,板楼,徐家汇,118593,620,0,0
8号线,黄兴公园,浣沙三村,2,2,70.15,南,,简装,0,中,6,1995,板楼,黄兴公园,54170,380,0,0
1号线,彭浦新村,场中路1985弄,1,1,38,南,,简装,0,中,6,1988,板楼,彭浦,51316,195,0,0
7号线,昌平路,云和花园,3,2,140.51,南,,精装,1,低,32,2005,塔楼,曹家渡,98214,1380,0,0
4号线,延安西路,海华小区,2,1,64.72,西,,简装,1,低,12,1996,塔楼,中山公园,56397,365,0,0
12号线,龙华中路,振兴小区(徐汇),2,1,54.5,南,,简装,0,中,6,1984,板楼,徐家汇,73395,400,0,0
9号线,蓝天路,罗山花苑,2,2,69.52,南,,精装,0,高,6,1998,板楼,碧云,98533,685,0,0
8号线,市光路,国和二村,1,1,39.41,南,,精装,0,高,6,1990,板楼,中原,44405,175,0,0
10号线(新江湾城-虹桥火车站),国权路,海鹏公寓,3,2,119.28,南,,简装,0,低,7,1996,板楼,五角场,69417,828,0,0
11号线(嘉定北-迪士尼),白银路,盘古天地,3,2,105.95,南,北,简装,1,高,27,2012,板楼,嘉定新城,40586,430,0,0
11号线(花桥-三林),上海游泳馆,宛南六村,1,1,33.01,南,,简装,0,高,5,1980,板楼,龙华,100879,333,0,0
4号线,上海体育场,电影华苑,1,2,67.87,南,,精装,1,低,33,2008,塔楼,徐家汇,100192,680,0,0
7号线,顾村公园,菊泉新城(陆翔路358弄),2,2,70.91,南,北,精装,0,中,5,2005,板楼,顾村,40756,289,0,0
10号线(新江湾城-航中路),龙柏新村,金汇名人苑三街坊,4,2,153.74,南,,简装,0,低,7,1996,板楼,金汇,55939,860,0,0
13号线,长寿路,泰极大厦,2,2,112,南,,简装,1,中,24,1999,塔楼,长寿路,59822,670,0,0
6号线,浦电路,潍坊八村,1,1,34.5,南,,精装,0,高,6,1984,板楼,潍坊,75363,260,0,0
13号线,马当路,海华花园,3,2,117.37,东南,,简装,1,低,33,1994,塔楼,打浦桥,73273,860,0,0
6号线,洲海路,金地未未来,4,2,151,南,,精装,0,中,5,2008,板楼,金桥,78146,1180,0,0
11号线(花桥-三林),昌吉东路,路劲上海派,2,1,81.58,南,北,毛坯,1,中,27,2015,板楼,安亭,31258,255,0,0
6号线,民生路,涵乐园,1,2,68.47,东,南,简装,1,低,24,1999,板楼,源深,94933,650,0,0
8号线,西藏北路,花园城,6,2,180.64,南,,精装,1,高,13,2006,板楼,凉城,88574,1600,0,0
10号线(新江湾城-虹桥火车站),四平路,海上国际,1,1,69.4,南,,其他,1,低,26,2015,塔楼,鞍山,61240,425,0,0
1号线,中山北路,平江盛世家园,1,1,53.17,西,,简装,1,高,27,1997,塔楼,甘泉宜川,57364,305,0,0
11号线(花桥-三林),南翔,绿地清猗园(威廉公馆),3,2,129.3,南,,精装,1,中,20,2014,板楼,南翔,49498,640,0,0
6号线,蓝村路,潍坊一村,1,1,35.89,南,,精装,0,高,6,1983,板楼,潍坊,71887,258,0,0
10号线(新江湾城-虹桥火车站),四平路,玉田新村,1,1,30.05,北,,简装,0,中,6,1958,板楼,曲阳,47255,142,0,0
9号线,世纪大道,潍坊九村,2,1,49.48,南,,精装,0,高,6,1986,板楼,潍坊,94584,468,0,0
4号线,上海火车站,五月花都荟豪庭,3,2,141.45,南,,精装,1,高,28,2011,板楼,不夜城,81301,1150,0,0
11号线(花桥-三林),江苏路,南京西路公馆,1,1,53.71,南,,精装,1,低,30,2002,塔楼,静安寺,89369,480,0,0
12号线,天潼路,联富假日公寓,3,2,91.42,南,西,毛坯,1,中,24,2007,塔楼,西藏北路,79852,730,0,0
12号线,杨高北路,华高新苑,4,2,219.38,南,,精装,1,高,6,2000,板楼,高行,45584,1000,0,0
10号线(新江湾城-虹桥火车站),同济大学,赤峰路89弄,2,1,95.01,东南,,精装,1,中,20,1997,塔楼,鞍山,68414,650,0,0
4号线,中山公园,长江小区,1,1,38.98,南,北,简装,0,中,6,1986,板楼,中山公园,76963,300,0,0
3号线,淞滨路,泗东新村,2,0,49.41,南,北,简装,0,低,5,1983,板楼,淞宝,35014,173,0,0
7号线,云台路,上钢二村,1,0,33.32,暂无数据,,简装,0,中,6,1959,板楼,世博,58524,195,0,0
4号线,鲁班路,紫荆新苑,2,2,93,暂无数据,,精装,0,高,6,1998,板楼,世博滨江,86022,800,0,0
9号线,台儿庄路,金桥湾清水苑,2,1,68.47,南,,毛坯,0,高,6,1998,板楼,金桥,62802,430,0,0
4号线,中潭路,万业新阶,3,2,100.47,南,,精装,1,低,20,2014,板楼,中远两湾城,50762,510,0,0
3号线,淞发路,逸兴家园,2,2,91,南,北,精装,0,中,6,2002,板楼,淞南,51649,470,0,0
3号线,上海南站,康宁坊,1,1,41.02,南,,简装,0,低,6,1990,板楼,康健,63384,260,0,0
2号线,威宁路,西郊紫薇花园,2,1,104.54,南,,精装,1,低,10,2016,板楼,仙霞,113354,1185,0,0
6号线,浦电路,百富达公寓,2,2,112.86,暂无数据,,简装,1,低,21,1998,板楼,陆家嘴,66455,750,0,0
10号线(新江湾城-虹桥火车站),四平路,大二小区,1,1,40.99,南,,精装,0,中,6,1985,板楼,曲阳,55624,228,0,0
8号线,西藏南路,融创滨江壹号院,3,2,231.64,南,,精装,1,中,24,2012,板楼,世博滨江,112244,2600,0,0
13号线,南京西路,新福康里(公寓),1,2,76.97,南,,精装,1,高,28,2000,塔楼,南京西路,93543,720,0,0
10号线(新江湾城-虹桥火车站),殷高东路,润地华庭,3,2,143.19,南,,精装,1,高,18,2014,板楼,新江湾城,89392,1280,0,0
10号线(新江湾城-虹桥火车站),海伦路,久耕小区,2,1,84.1,东南,,精装,1,低,22,1991,塔楼,北外滩,55886,470,0,0
2号线,东昌路,梅园四街坊,2,1,61.56,南,,简装,0,高,6,1988,板楼,源深,100715,620,0,0
12号线,大连路,临江大厦,3,2,144.56,东,,毛坯,1,低,24,1996,板塔结合,北外滩,80936,1170,0,0
11号线(花桥-三林),真如,真如西村,1,1,39.92,南,,其他,0,高,6,1983,板楼,真如,51604,206,0,0
8号线,市光路,开鲁六村,1,1,41.58,南,,简装,0,高,6,1989,板楼,中原,39924,166,0,0
6号线,港城路,高桥红坊,2,1,48.11,南,,其他,0,中,5,2014,塔楼,外高桥,45729,220,0,0
8号线,延吉中路,长白三村,2,1,56.43,东北,,精装,0,中,4,1993,板楼,黄兴公园,49619,280,0,0
